Classification	Method	DOI	Splicing_outcome
Low-freq	MFASS	10.1016/j.molcel.2018.10.037	.
Normal	MFASS	10.1016/j.molcel.2018.10.037	.
Normal	MFASS	10.1016/j.molcel.2018.10.037	.
Low-freq	MFASS	10.1016/j.molcel.2018.10.037	.
Low-freq	MFASS	10.1016/j.molcel.2018.10.037	.
Normal	MFASS	10.1016/j.molcel.2018.10.037	.
Normal	MFASS	10.1016/j.molcel.2018.10.037	.
Normal	MFASS	10.1016/j.molcel.2018.10.037	.
Low-freq	MFASS	10.1016/j.molcel.2018.10.037	.
Normal	MFASS	10.1016/j.molcel.2018.10.037	.
Normal	MFASS	10.1016/j.molcel.2018.10.037	.
Normal	MFASS	10.1016/j.molcel.2018.10.037	.
Normal	MFASS	10.1016/j.molcel.2018.10.037	.
Normal	MFASS	10.1016/j.molcel.2018.10.037	.
Normal	MFASS	10.1016/j.molcel.2018.10.037	.
Normal	MFASS	10.1016/j.molcel.2018.10.037	.
Normal	MFASS	10.1016/j.molcel.2018.10.037	.
Normal	MFASS	10.1016/j.molcel.2018.10.037	.
Normal	MFASS	10.1016/j.molcel.2018.10.037	.
Low-freq	MFASS	10.1016/j.molcel.2018.10.037	.
Normal	MFASS	10.1016/j.molcel.2018.10.037	.
Normal	MFASS	10.1016/j.molcel.2018.10.037	.
Splice-altering	RNA-Seq	10.1016/j.celrep.2018.03.052Ê	.
Low-freq	MaPSy	10.1038/ng.3837	.
Normal	MaPSy	10.1038/ng.3837	.
Normal	MaPSy	10.1038/ng.3837	.
Normal	MaPSy	10.1038/ng.3837	.
Low-freq	MaPSy	10.1038/ng.3837	.
Low-freq	MaPSy	10.1038/ng.3837	.
Normal	MaPSy	10.1038/ng.3837	.
Splice-altering	RNA-Seq	10.1101/gr.231951.117	.
Splice-altering	RNA-Seq	10.1101/gr.231951.117	.
Low-freq	MFASS	10.1016/j.molcel.2018.10.037	.
Low-freq	MFASS	10.1016/j.molcel.2018.10.037	.
Low-freq	MFASS	10.1016/j.molcel.2018.10.037	.
Low-freq	MFASS	10.1016/j.molcel.2018.10.037	.
Low-freq	MFASS	10.1016/j.molcel.2018.10.037	.
Low-freq	MFASS	10.1016/j.molcel.2018.10.037	.
Low-frequency	RNA-Seq	10.1101/gr.231951.117	.
Low-freq	MFASS	10.1016/j.molcel.2018.10.037	.
Normal	MFASS	10.1016/j.molcel.2018.10.037	.
Normal	MFASS	10.1016/j.molcel.2018.10.037	.
Low-freq	MFASS	10.1016/j.molcel.2018.10.037	.
Low-freq	MFASS	10.1016/j.molcel.2018.10.037	.
Low-freq	MFASS	10.1016/j.molcel.2018.10.037	.
Low-freq	MFASS	10.1016/j.molcel.2018.10.037	.
Low-freq	MFASS	10.1016/j.molcel.2018.10.037	.
Low-freq	MFASS	10.1016/j.molcel.2018.10.037	.
Low-freq	MFASS	10.1016/j.molcel.2018.10.037	.
Low-frequency	RNA-Seq	10.1101/gr.231951.117	.
Low-freq	MFASS	10.1016/j.molcel.2018.10.037	.
Low-freq	MFASS	10.1016/j.molcel.2018.10.037	.
Normal	MFASS	10.1016/j.molcel.2018.10.037	.
Splice-altering	MFASS	10.1016/j.molcel.2018.10.037	.
Low-freq	MFASS	10.1016/j.molcel.2018.10.037	.
Normal	MFASS	10.1016/j.molcel.2018.10.037	.
Splice-altering	RNA-Seq	10.1101/gr.231951.117	.
Low-freq	MFASS	10.1016/j.molcel.2018.10.037	.
Low-freq	MFASS	10.1016/j.molcel.2018.10.037	.
Low-freq	MFASS	10.1016/j.molcel.2018.10.037	.
Splice-altering	RNA-Seq	10.1101/gr.231951.117	.
Splice-altering	RNA-Seq	10.1101/gr.231951.117	.
Splice-altering	RNA-Seq	10.1101/gr.231951.117	.
Low-frequency	RNA-Seq	10.1101/gr.231951.117	.
Splice-altering	RNA-Seq	10.1101/gr.231951.117	.
Splice-altering	RNA-Seq	10.1101/gr.231951.117	.
Normal	MFASS	10.1016/j.molcel.2018.10.037	.
Low-freq	MFASS	10.1016/j.molcel.2018.10.037	.
Normal	MFASS	10.1016/j.molcel.2018.10.037	.
Normal	MFASS	10.1016/j.molcel.2018.10.037	.
Normal	MFASS	10.1016/j.molcel.2018.10.037	.
Low-freq	MFASS	10.1016/j.molcel.2018.10.037	.
Low-freq	MFASS	10.1016/j.molcel.2018.10.037	.
Normal	MFASS	10.1016/j.molcel.2018.10.037	.
Low-freq	MFASS	10.1016/j.molcel.2018.10.037	.
Low-freq	MFASS	10.1016/j.molcel.2018.10.037	.
Low-freq	MFASS	10.1016/j.molcel.2018.10.037	.
Low-freq	MFASS	10.1016/j.molcel.2018.10.037	.
Low-freq	MFASS	10.1016/j.molcel.2018.10.037	.
Normal	MFASS	10.1016/j.molcel.2018.10.037	.
Normal	MFASS	10.1016/j.molcel.2018.10.037	.
Low-freq	MFASS	10.1016/j.molcel.2018.10.037	.
Low-freq	MFASS	10.1016/j.molcel.2018.10.037	.
Low-freq	MFASS	10.1016/j.molcel.2018.10.037	.
Normal	MFASS	10.1016/j.molcel.2018.10.037	.
Low-freq	MFASS	10.1016/j.molcel.2018.10.037	.
Splice-altering	RNA-Seq	10.1101/gr.231951.117	.
Normal	MaPSy	10.1371/journal.pgen.1009884	.
Splice-altering	RNA-Seq	10.1101/gr.231951.117	.
Low-freq	MFASS	10.1016/j.molcel.2018.10.037	.
Low-freq	MFASS	10.1016/j.molcel.2018.10.037	.
Low-freq	MFASS	10.1016/j.molcel.2018.10.037	.
Low-freq	MFASS	10.1016/j.molcel.2018.10.037	.
Low-freq	MFASS	10.1016/j.molcel.2018.10.037	.
Low-freq	MFASS	10.1016/j.molcel.2018.10.037	.
Low-freq	MFASS	10.1016/j.molcel.2018.10.037	.
Splice-altering	RNA-Seq	10.1101/gr.231951.117	.
Low-frequency	RNA-Seq	10.1101/gr.231951.117	.
Splice-altering	RT-PCR,"Minigene Assay, RT-PCR"	10.3389/fgene.2018.00366	Unreported
Splice-altering	"Minigene Assay, RT-PCR"	10.3389/fgene.2018.00366	Unreported
Splice-altering	RT-PCR	10.1093/nar/gky372	Partial Exon Skipping
Normal	RT-PCR	10.1093/nar/gky372	1
Normal	RT-PCR	10.1093/nar/gky372	1
Normal	RT-PCR	10.1093/nar/gky372	1
Normal	"Minigene Assay, RT-PCR"	10.3389/fgene.2018.00366	1
Splice-altering	RT-PCR	10.1093/nar/gky372	Exon Skipping
Splice-altering	RT-PCR	10.1093/nar/gky372	Exon Skipping
Splice-altering	RT-PCR	10.1093/nar/gky372	Exon Skipping
Splice-altering	RT-PCR	10.1093/nar/gky372	Exon Skipping
Normal	cBROCA	10.1073/pnas.1915608116	1
Splice-altering	RT-PCR	10.1002/humu.22388	Exon Skipping
Splice-altering	MaPSy	10.1038/ng.3837	.
Low-freq	MaPSy	10.1038/ng.3837	.
Splice-altering	MaPSy	10.1038/ng.3837	.
Splice-altering	"Minigene Assay, RT-PCR"	10.1002/humu.22388	Exon Skipping
Low-freq	MaPSy	10.1038/ng.3837	.
Splice-altering	MaPSy	10.1038/ng.3837	.
Normal	RT-PCR	10.1038/s41436-020-0766-9	1
Splice-altering	MaPSy	10.1038/ng.3837	.
Normal	MaPSy	10.1038/ng.3837	.
Low-freq	MaPSy	10.1038/ng.3837	.
Normal	RT-PCR	10.1038/s41436-020-0766-9	1
Splice-altering	MaPSy	10.1038/ng.3837	.
Low-freq	MaPSy	10.1038/ng.3837	1
Normal	RT-PCR	10.3389/fgene.2018.00366	1
Splice-altering	Unspecified	10.1093/nar/gky372	Exon Skipping
Normal	RT-PCR	10.1038/s41436-020-0766-9	1
Splice-altering	RT-PCR	10.1093/nar/gky372	Exon Skipping
Normal	"Minigene Assay, RT-PCR"	10.1093/nar/gky372	1
Splice-altering	RT-PCR	10.1093/nar/gky372	Exon Skipping
Splice-altering	RT-PCR	10.1093/nar/gky372	Exon Skipping
Splice-altering	Unspecified,cBROCA	10.1093/nar/gky372,10.1073/pnas.1915608116	Exon Skipping
Splice-altering	Unspecified,cBROCA,RT-PCR,"Minigene Assay, RT-PCR"	10.1093/nar/gky372,10.1073/pnas.1915608116,10.3389/fgene.2018.00366	Exon Skipping,Unreported
Splice-altering	Unspecified	10.1093/nar/gky372	Exon Skipping
Splice-altering	Unspecified,RT-PCR,"Minigene Assay, RT-PCR"	10.1093/nar/gky372,10.3389/fgene.2018.00366	Exon Skipping,Unreported
Splice-altering	RT-PCR,"Minigene Assay, RT-PCR"	10.1093/nar/gky372,10.3389/fgene.2018.00366	Exon Skipping,Unreported
Splice-altering	RT-PCR,"Minigene Assay, RT-PCR"	10.1093/nar/gky372,10.3389/fgene.2018.00366	Exon Skipping,Unreported
Splice-altering	RT-PCR	10.1093/nar/gky372	Exon Skipping
Low-freq	MaPSy	10.1038/ng.3837	.
Normal	MaPSy	10.1038/ng.3837	.
Normal	MaPSy	10.1038/ng.3837	.
Low-freq	MaPSy	10.1038/ng.3837	.
Normal	MaPSy	10.1038/ng.3837	.
Normal	MaPSy	10.1038/ng.3837	.
Low-freq	MaPSy	10.1038/ng.3837	.
Low-freq	MaPSy	10.1038/ng.3837	.
Normal	MaPSy	10.1038/ng.3837	.
Low-freq	MaPSy	10.1038/ng.3837	.
Low-freq	MaPSy	10.1038/ng.3837	.
Low-freq	MaPSy	10.1038/ng.3837	.
Normal	RT-PCR	10.3389/fgene.2018.00366	1
Normal	"Minigene Assay, RT-PCR"	10.1093/nar/gky372	1
Normal	Unspecified	10.1093/nar/gky372	1
Splice-altering	Unspecified	10.1093/nar/gky372	Exon Skipping
Splice-altering	RT-PCR	10.3389/fgene.2018.00366	Unreported
Splice-altering	RT-PCR	10.1093/nar/gky372	Exon Skipping
Splice-altering	Unspecified	10.1093/nar/gky372	Exon Skipping
Normal	RT-PCR	10.3389/fgene.2018.00366	1
Normal	RT-PCR	10.1002/humu.22388	1
Normal	"Minigene Assay, RT-PCR"	10.1002/humu.22388	1
Splice-altering	RT-PCR	10.1093/nar/gky372	Exon Skipping
Splice-altering	RT-PCR,Unspecified	10.1093/nar/gky372	Exon Skipping
Splice-altering	MaPSy	10.1038/ng.3837	Exon Skipping
Splice-altering	MaPSy	10.1038/ng.3837	Exon Skipping
Splice-altering	Unspecified	10.1093/nar/gky372	Exon Skipping
Splice-altering	RT-PCR	10.1093/nar/gky372	Exon Skipping
Low-freq	MaPSy	10.1038/ng.3837	.
Low-freq	MaPSy	10.1038/ng.3837	.
Normal	RT-PCR	10.3389/fgene.2018.00366	1
Low-freq	MaPSy	10.1038/ng.3837	.
Low-freq	MaPSy	10.1038/ng.3837	.
Low-freq	MaPSy	10.1038/ng.3837	.
Low-freq	MaPSy	10.1038/ng.3837	.
Low-freq	MaPSy	10.1038/ng.3837	.
Splice-altering	RT-PCR,Unspecified	10.1093/nar/gky372	Exon Skipping And Partial Exon Skipping,Exon Skipping
Splice-altering	RT-PCR,Unspecified	10.1093/nar/gky372	Exon Skipping And Partial Exon Skipping,Exon Skipping
Splice-altering	RT-PCR,Unspecified	10.1093/nar/gky372	Exon Skipping And Partial Exon Skipping,Exon Skipping
Splice-altering	RT-PCR,Unspecified	10.1093/nar/gky372	Exon Skipping And Partial Exon Skipping,Exon Skipping
Normal	"Minigene Assay, RT-PCR"	10.3389/fgene.2018.00366	1
Normal	RT-PCR	10.1002/humu.22388	1
Low-freq	MFASS	10.1016/j.molcel.2018.10.037	.
Normal	MFASS	10.1016/j.molcel.2018.10.037	.
Normal	"Minigene Assay, RT-PCR"	10.3389/fgene.2018.00366	1
Normal	"Minigene Assay, RT-PCR"	10.3389/fgene.2018.00366	1
Normal	Unspecified	10.1093/nar/gky372	1
Splice-altering	"Minigene Assay, RT-PCR"	10.1002/humu.22388	Exon Skipping And Partial Intron Inclusion
Normal	Minigene Assay	10.1038/s10038-022-01077-2	1
Normal	Minigene Assay	10.1038/s10038-022-01077-2	1
Normal	Minigene Assay	10.1038/s10038-022-01077-2	1
Normal	Minigene Assay	10.1038/s10038-022-01077-2	1
Normal	RT-PCR	10.3389/fgene.2018.00366	1
Normal	RT-PCR	10.3389/fgene.2018.00366	1
Low-freq	MaPSy	10.1038/ng.3837	.
Low-freq	MaPSy	10.1038/ng.3837	.
Normal	MFASS	10.1016/j.molcel.2018.10.037	.
Normal	MaPSy	10.1038/ng.3837	.
Low-freq	MFASS	10.1016/j.molcel.2018.10.037	.
Low-freq	MaPSy	10.1038/ng.3837	.
Normal	MaPSy	10.1038/ng.3837	.
Normal	MaPSy	10.1038/ng.3837	.
Low-freq	MaPSy	10.1038/ng.3837	1
Low-freq	MaPSy	10.1038/ng.3837	1
Low-freq	MaPSy	10.1038/ng.3837	.
Low-freq	MaPSy	10.1038/ng.3837	.
Low-freq	MaPSy	10.1038/ng.3837	.
Normal	MaPSy	10.1038/ng.3837	.
Low-freq	MaPSy	10.1038/ng.3837	.
Low-freq	MaPSy	10.1038/ng.3837	.
Normal	MaPSy	10.1038/ng.3837	.
Low-freq	MaPSy	10.1038/ng.3837	.
Normal	MaPSy	10.1038/ng.3837	.
Low-freq	MaPSy	10.1038/ng.3837	.
Normal	MaPSy	10.1038/ng.3837	.
Normal	MaPSy	10.1038/ng.3837	.
Low-freq	MaPSy	10.1038/ng.3837	.
Low-freq	MaPSy	10.1038/ng.3837	.
Normal	cBROCA,RT-PCR	10.1073/pnas.1915608116,10.1038/s41436-020-0766-9	1
Normal	cBROCA,RT-PCR	10.1073/pnas.1915608116,10.1038/s41436-020-0766-9	1
Low-freq	MaPSy	10.1038/ng.3837	.
Normal	MaPSy	10.1038/ng.3837	.
Normal	RT-PCR	10.1038/s41436-020-0766-9	1
Normal	RT-PCR	10.1038/s41436-020-0766-9	1
Splice-altering	Unspecified	10.1093/nar/gky372	Exon Skipping And Partial Exon Skipping
Normal	RT-PCR	10.1093/nar/gky372	1
Splice-altering	Minigene Assay	10.1093/nar/gky372	Partial Intron Inclusion
Normal	"Minigene Assay, RT-PCR"	10.1002/humu.22388	1
Normal	MFASS	10.1016/j.molcel.2018.10.037	.
Normal	MFASS	10.1016/j.molcel.2018.10.037	.
Low-freq	MFASS	10.1016/j.molcel.2018.10.037	.
Low-freq	MFASS	10.1016/j.molcel.2018.10.037	.
Normal	MFASS	10.1016/j.molcel.2018.10.037	.
Splice-altering	RT-PCR,Unspecified,Minigene Assay	10.1093/nar/gky372,10.1038/s10038-022-01077-2	Exon Skipping,
Splice-altering	Unspecified,Minigene Assay	10.1093/nar/gky372,10.1038/s10038-022-01077-2	Exon Skipping,
Splice-altering	Unspecified,Minigene Assay	10.1093/nar/gky372,10.1038/s10038-022-01077-2	Exon Skipping,
Splice-altering	Unspecified	10.1093/nar/gky372	Partial Exon Skipping
Splice-altering	MaPSy	10.1038/ng.3837	.
Normal	RT-PCR	10.3389/fgene.2018.00366	1
Normal	RT-PCR	10.1038/s41436-020-0766-9	1
Normal	Unspecified,RT-PCR	10.1093/nar/gky372,10.3389/fgene.2018.00366	1
Normal	Unspecified,RT-PCR	10.1093/nar/gky372,10.3389/fgene.2018.00366	1
Splice-altering	MaPSy	10.1038/ng.3837	1
Normal	Minigene Assay,RT-PCR,Unspecified	10.1016/j.jmol2020.09.007,10.3389/fgene.2018.00366,10.1093/nar/gky372	1
Normal	Minigene Assay,RT-PCR,Unspecified	10.1016/j.jmol2020.09.007,10.3389/fgene.2018.00366,10.1093/nar/gky372	1
Splice-altering	Minigene Assay,Unspecified	10.1093/nar/gky372	Partial Exon Skipping,Exon Skipping
Splice-altering	Minigene Assay,Unspecified	10.1093/nar/gky372	Partial Exon Skipping,Exon Skipping
Normal	RT-PCR	10.1093/nar/gky372	1
Splice-altering	RT-PCR	10.1038/s41436-020-0766-9	Exon Skipping
Normal	"Minigene Assay, RT-PCR"	10.1002/humu.22388	1
Splice-altering	RT-PCR	10.1038/s41436-020-0766-9	Exon Skipping
Splice-altering	RT-PCR	10.1038/s41436-020-0766-9,10.1093/nar/gky372	Exon Skipping
Splice-altering	RT-PCR	10.1038/s41436-020-0766-9,10.1093/nar/gky372	Exon Skipping
Splice-altering	RT-PCR,Minigene Assay	10.3389/fgene.2018.00366,10.1038/s10038-022-01077-2	Unreported,Exon Skipping
Splice-altering	RT-PCR,Minigene Assay	10.3389/fgene.2018.00366,10.1038/s10038-022-01077-2	Unreported,Exon Skipping
Splice-altering	RT-PCR	10.3389/fgene.2018.00366	Unreported
Splice-altering	"Minigene Assay, RT-PCR"	10.3389/fgene.2018.00366	Unreported
Splice-altering	Unspecified	10.1093/nar/gky372	Exon Skipping
Splice-altering	MaPSy	10.1038/ng.3837	.
Splice-altering	MaPSy	10.1038/ng.3837	.
Splice-altering	MaPSy	10.1038/ng.3837	.
Splice-altering	MaPSy	10.1038/ng.3837	1
Normal	Minigene Assay	10.1002/humu.22388	1
Splice-altering	MaPSy	10.1038/ng.3837	1
Splice-altering	MaPSy	10.1038/ng.3837	.
Splice-altering	MaPSy	10.1038/ng.3837	.
Splice-altering	MaPSy	10.1038/ng.3837	.
Splice-altering	MaPSy	10.1038/ng.3837	1
Splice-altering	MaPSy	10.1038/ng.3837	1
Splice-altering	MaPSy	10.1038/ng.3837	1
Splice-altering	"Minigene Assay, RT-PCR"	10.1002/humu.22388	Exon Skipping
Splice-altering	MaPSy	10.1038/ng.3837	.
Splice-altering	MaPSy	10.1038/ng.3837	.
Normal	RT-PCR	10.1002/humu.22388,10.1038/s41436-020-0766-9	1
Normal	RT-PCR	10.1002/humu.22388,10.1038/s41436-020-0766-9	1
Splice-altering	MaPSy	10.1038/ng.3837	.
Splice-altering	MaPSy	10.1038/ng.3837	.
Splice-altering	MaPSy	10.1038/ng.3837	1
Normal	cBROCA	10.1073/pnas.1915608116	1
Splice-altering	MaPSy	10.1038/ng.3837	1
Splice-altering	MaPSy	10.1038/ng.3837	1
Splice-altering	MaPSy	10.1038/ng.3837	1
Splice-altering	MaPSy	10.1038/ng.3837	.
Splice-altering	MaPSy	10.1038/ng.3837	.
Splice-altering	MaPSy	10.1038/ng.3837	.
Splice-altering	MaPSy	10.1038/ng.3837	.
Splice-altering	RT-PCR	10.1002/humu.22388	Exon Skipping
Splice-altering	MaPSy	10.1038/ng.3837	.
Splice-altering	RT-PCR	10.1093/nar/gky372	Exon Skipping
Normal	RT-PCR	10.1093/nar/gky372	1
Splice-altering	RT-PCR	10.1093/nar/gky372	Partial Intron Inclusion
Normal	RT-PCR	10.1093/nar/gky372	1
Normal	Minigene Assay	10.1038/s10038-022-01077-2	1
Normal	RT-PCR	10.1002/humu.22388	1
Low-frequency	RNA-Seq	10.1101/gr.231951.117	.
Normal	Unspecified	10.1038/s41598-021-99747-2	1
Normal	RT-PCR	10.1093/nar/gky372	1
Normal	RT-PCR	10.1093/nar/gky372	1
Splice-altering	RT-PCR	10.1093/nar/gky372	Exon Skipping And Partial Intron Inclusion
Splice-altering	RT-PCR	10.1002/humu.22388,10.3389/fgene.2018.00366,10.1093/nar/gky372	Partial Intron Inclusion,Unreported,Exon Skipping And Partial Intron Inclusion
Splice-altering	RT-PCR	10.1002/humu.22388,10.3389/fgene.2018.00366,10.1093/nar/gky372	Partial Intron Inclusion,Unreported,Exon Skipping And Partial Intron Inclusion
Splice-altering	RT-PCR	10.1002/humu.22388,10.3389/fgene.2018.00366,10.1093/nar/gky372	Partial Intron Inclusion,Unreported,Exon Skipping And Partial Intron Inclusion
Splice-altering	Unspecified,RT-PCR	10.1093/nar/gky372	Exon Skipping And Partial Intron Inclusion
Splice-altering	Unspecified,RT-PCR	10.1093/nar/gky372	Exon Skipping And Partial Intron Inclusion
Splice-altering	Unspecified,RT-PCR	10.1093/nar/gky372	Exon Skipping And Partial Intron Inclusion
Splice-altering	Unspecified,RT-PCR	10.1093/nar/gky372	Exon Skipping,
Splice-altering	Unspecified,RT-PCR	10.1093/nar/gky372	Exon Skipping,
Splice-altering	Unspecified,RT-PCR	10.1093/nar/gky372	Exon Skipping,
Low-freq	MaPSy	10.1038/ng.3837	.
Low-freq	MaPSy	10.1038/ng.3837	.
Normal	RT-PCR	10.3389/fgene.2018.00366	1
Normal	"Minigene Assay, RT-PCR"	10.1002/humu.22388	1
Low-freq	MaPSy	10.1038/ng.3837	.
Splice-altering	MaPSy	10.1038/ng.3837	.
Normal	RT-PCR	10.1002/humu.22388	1
Low-freq	MaPSy	10.1038/ng.3837	1
Splice-altering	MaPSy	10.1038/ng.3837	.
Normal	RT-PCR	10.1038/s41436-020-0766-9	1
Splice-altering	cBROCA	10.1073/pnas.1915608116	Exon Skipping
Low-freq	MaPSy	10.1038/ng.3837	.
Splice-altering	MaPSy	10.1038/ng.3837	.
Low-freq	MaPSy	10.1038/ng.3837	.
Low-freq	MaPSy	10.1038/ng.3837	.
Splice-altering	cBROCA	10.1073/pnas.1915608116	Exon Skipping
Splice-altering	Unspecified	10.1093/nar/gky372	Exon Skipping
Splice-altering	Unspecified	10.1093/nar/gky372	Exon Skipping
Splice-altering	Unspecified	10.1093/nar/gky372	Exon Skipping
Splice-altering	RT-PCR	10.1093/nar/gky372	Exon Skipping
Splice-altering	RT-PCR	10.1093/nar/gky372	Exon Skipping
Splice-altering	Minigene Assay,"Minigene Assay, RT-PCR",RT-PCR	10.1038/s10038-022-01077-2,10.1093/nar/gky372	Exon Skipping
Splice-altering	Minigene Assay,"Minigene Assay, RT-PCR",RT-PCR	10.1038/s10038-022-01077-2,10.1093/nar/gky372	Exon Skipping
Splice-altering	Minigene Assay,"Minigene Assay, RT-PCR",RT-PCR	10.1038/s10038-022-01077-2,10.1093/nar/gky372	Exon Skipping
Splice-altering	RT-PCR	10.1093/nar/gky372	Exon Skipping
Normal	RT-PCR	10.1038/s41436-020-0766-9	1
Normal	RT-PCR	10.1002/humu.22388	1
Normal	Minigene Assay	10.1038/s10038-022-01077-2	1
Splice-altering	RT-PCR	10.1002/humu.22388,10.1093/nar/gky372	Partial Intron Inclusion
Splice-altering	RT-PCR	10.1002/humu.22388,10.1093/nar/gky372	Partial Intron Inclusion
Splice-altering	RT-PCR,Unspecified	10.1093/nar/gky372	Partial Intron Inclusion
Splice-altering	RT-PCR,Unspecified	10.1093/nar/gky372	Partial Intron Inclusion
Splice-altering	Unspecified	10.1093/nar/gky372	Partial Intron Inclusion
Splice-altering	RT-PCR	10.1093/nar/gky372	Partial Intron Inclusion
Splice-altering	Unspecified,"Minigene Assay, RT-PCR"	10.1093/nar/gky372,10.3389/fgene.2018.00366	Partial Intron Inclusion,Unreported
Splice-altering	Unspecified,"Minigene Assay, RT-PCR"	10.1093/nar/gky372,10.3389/fgene.2018.00366	Partial Intron Inclusion,Unreported
Normal	Unspecified	10.1093/nar/gky372	1
Normal	RT-PCR	10.1038/s41436-020-0766-9	1
Splice-altering	RT-PCR	10.1002/humu.22388	Partial Exon Skipping
Normal	RT-PCR	10.1002/humu.22388	1
Normal	Minigene Assay	10.1002/humu.22388	1
Normal	Minigene Assay	10.1002/humu.22388	1
Normal	RT-PCR	10.1038/s41436-020-0766-9	1
Normal	RT-PCR	10.3389/fgene.2018.00366	1
Normal	Minigene Assay	10.1038/s10038-022-01077-2	1
Splice-altering	"Minigene Assay, RT-PCR"	10.3389/fgene.2018.00366	Unreported
Splice-altering	RT-PCR	10.3389/fgene.2018.00366,10.1002/humu.22388	Unreported,Exon Skipping
Splice-altering	RT-PCR	10.3389/fgene.2018.00366,10.1002/humu.22388	Unreported,Exon Skipping
Splice-altering	RT-PCR,Unspecified	10.1093/nar/gky372	Exon Skipping,Partial Exon Skipping
Splice-altering	RT-PCR,Unspecified	10.1093/nar/gky372	Exon Skipping,Partial Exon Skipping
Splice-altering	"Minigene Assay, RT-PCR"	10.3389/fgene.2018.00366	Unreported
Normal	Minigene Assay	10.1002/humu.22388	1
Splice-altering	RT-PCR,cBROCA	10.1093/nar/gky372,10.1073/pnas.1915608116	Exon Skipping,Exon Skipping And Partial Exon Skipping
Splice-altering	RT-PCR,cBROCA	10.1093/nar/gky372,10.1073/pnas.1915608116	Exon Skipping,Exon Skipping And Partial Exon Skipping
Normal	RT-PCR	10.3389/fgene.2018.00366	1
Normal	RT-PCR	10.1038/s41436-020-0766-9	1
Normal	"Minigene Assay, RT-PCR"	10.3389/fgene.2018.00366	1
Splice-altering	RT-PCR,Minigene Assay	10.3389/fgene.2018.00366,10.1038/s10038-022-01077-2	Unreported,Exon Skipping
Splice-altering	RT-PCR,Minigene Assay	10.3389/fgene.2018.00366,10.1038/s10038-022-01077-2	Unreported,Exon Skipping
Splice-altering	Minigene Assay	10.1038/s10038-022-01077-2	Exon Skipping
Splice-altering	RT-PCR	10.1093/nar/gky372	Exon Skipping
Splice-altering	RT-PCR	10.1093/nar/gky372	Exon Skipping
Splice-altering	RT-PCR,Unspecified	10.1093/nar/gky372	Exon Skipping
Splice-altering	RT-PCR,Unspecified	10.1093/nar/gky372	Exon Skipping
Splice-altering	RT-PCR,Unspecified	10.1093/nar/gky372	Exon Skipping
Normal	RT-PCR	10.1038/s41436-020-0766-9	1
Splice-altering	"Minigene Assay, RT-PCR"	10.1002/humu.22388	Exon Skipping
Normal	"Minigene Assay, RT-PCR"	10.3389/fgene.2018.00366	1
Normal	RT-PCR	10.1093/nar/gky372	1
Splice-altering	RT-PCR	10.1038/s41436-020-0766-9	Exon Skipping
Normal	cBROCA	10.1073/pnas.1915608116	1
Splice-altering	RT-PCR	10.1093/nar/gky372	Exon Skipping
Splice-altering	RT-PCR	10.1093/nar/gky372	Exon Skipping
Splice-altering	RT-PCR	10.1093/nar/gky372	Exon Skipping
Splice-altering	RT-PCR	10.1093/nar/gky372	Exon Skipping,Partial Intron Inclusion
Splice-altering	RT-PCR	10.1093/nar/gky372	Partial Intron Inclusion
Normal	RT-PCR	10.1038/s41436-020-0766-9	1
Normal	"Minigene Assay, RT-PCR"	10.3389/fgene.2018.00366	1
Splice-altering	RT-PCR	10.1136/jmedgenet-2018-105606	Pseudoexon Inclusion
Normal	cBROCA	10.1073/pnas.1915608116	1
Splice-altering	Unspecified,Minigene Assay,RT-PCR	10.1093/nar/gky372,10.1038/s10038-022-01077-2,10.1002/humu.22388	Exon Skipping,
Normal	Minigene Assay	10.1038/s10038-022-01077-2	1
Normal	RT-PCR	10.1002/humu.22388	1
Splice-altering	RT-PCR,Minigene Assay	10.1093/nar/gky372,10.1038/s10038-022-01077-2,10.1002/humu.22388	Exon Skipping,
Splice-altering	RT-PCR,Minigene Assay	10.1093/nar/gky372,10.1038/s10038-022-01077-2,10.1002/humu.22388	Exon Skipping,
Splice-altering	RT-PCR,Minigene Assay	10.1093/nar/gky372,10.1038/s10038-022-01077-2,10.1002/humu.22388	Exon Skipping,
Splice-altering	RT-PCR	10.1093/nar/gky372	Exon Skipping
Splice-altering	RT-PCR	10.1093/nar/gky372	Exon Skipping
Splice-altering	MaPSy	10.1038/ng.3837	.
Normal	MaPSy	10.1038/ng.3837	.
Low-freq	MaPSy	10.1038/ng.3837	.
Low-freq	MaPSy	10.1038/ng.3837	.
Normal	Unspecified	10.1093/nar/gky372	1
Splice-altering	RT-PCR	10.1093/nar/gky372	Partial Intron Inclusion
Normal	RT-PCR,Minigene Assay	10.1093/nar/gky372,10.1038/s10038-022-01077-2	,Partial Intron Inclusion
Normal	RT-PCR,Minigene Assay	10.1093/nar/gky372,10.1038/s10038-022-01077-2	,Partial Intron Inclusion
Normal	RT-PCR	10.1002/humu.22388	1
Splice-altering	Unspecified	10.1093/nar/gky372	Partial Exon Skipping
Splice-altering	RT-PCR	10.1093/nar/gky372	Partial Exon Skipping
Normal	RT-PCR	10.1002/humu.22388	1
Normal	Minigene Assay	10.1002/humu.22388	1
Normal	Minigene Assay	10.1002/humu.22388	1
Normal	Minigene Assay	10.1002/humu.22388	1
Normal	Minigene Assay	10.1002/humu.22388	1
